ARTICULO;MODELO;EAN;SUBFAMILIA;NOMBRE_SUBFAMILIA;DESCRIPCION;MARCA;PRECIO;STOCK;PVPR;IVA_TECNO;OBSOLETO;CANONDIGITAL;FAMILIA;NOMBREFAMILIA;ART_EXCLU_E;NOMBRECARACTERISTICA;VALOR;NOMBRECARACTERISTICA1;VALOR1;NOMBRECARACTERISTICA2;VALOR2;NOMBRECARACTERISTICA3;VALOR3;NOMBRECARACTERISTICA4;VALOR4;NOMBRECARACTERISTICA5;VALOR5;NOMBRECARACTERISTICA6;VALOR6;NOMBRECARACTERISTICA7;VALOR7;URLIMAGEN
01303238;LVS354CX;8017709307257;LVV;LAVAVAJILLAS DE 60 CM; LVS354CX;SMEG;628,75;0;1074,533750; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;848;Ancho;598;Profundidad;600;Color; ;Num. Cubiertos;13 cubiertos;Num. programas lavado;11;3ª Bandeja; ;https://integra.hepecasa.es/01/01303238.jpg
01303239;LVS344BQX;8017709307264;LVV;LAVAVAJILLAS DE 60 CM; LVS344BQX;SMEG;657,98;0;1124,487820; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;848;Ancho;598;Profundidad;600;Color;ACERO INOXIDABLE;Num. Cubiertos;14 cubiertos;Num. programas lavado;11;3ª Bandeja;SI;https://integra.hepecasa.es/01/01303239.jpg
01303240;ST292D;8017709306830;LVI;LAVAVAJILLAS INTEGRABLES; ST292D;SMEG;595,76;0;1018,153840; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;818;Ancho;598;Profundidad;545;Color; ;Clase eficiencia energetica;D;3ª Bandeja; ;Wifi Ctrol; ;https://integra.hepecasa.es/01/01303240.jpg
01303260;CLVM4622I;8436555989255;LVI;LAVAVAJILLAS INTEGRABLES; CLVM4622I;CORBERO;288,86;3;493,661740; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;815;Ancho;448;Profundidad;550;Color;INTEGRADO;Clase eficiencia energetica;E;3ª Bandeja;NO;Wifi Ctrol; ;https://integra.hepecasa.es/01/01303260.jpg
01303261;CCH200322NFX;8436555988692;FRO;FRIGORIFICO COMBI;CCH200322NFX;CORBERO;288,86;5;493,661740; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;ACERO INOXIDABLE;Altura;2010;Ancho;599;Profundidad;603;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303261.jpg
01303268;CFKUSBSH20X;8436555988227;ACB;ACCESORIO;CFKUSBSH20X;CORBERO;27,26;0;46,587340; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303268.jpg
01303277;CCIG9422;8436555988876;ENI;ENCIMERA POR INDUCCION;CCIG9422;CORBERO;108,74;0;185,836660; ; ;0;01;GAMA BLANCA; ;Altura;62;Ancho;590;Profundidad;520;Numero de zonas coccion;4;Color;NEGRO;Clase eficiencia energetica; ;Medidas para instalacion;560X490;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303277.jpg
01303282;CPCGM4F4121N;8436555988661;ENC;ENCIMERA A GAS;CPCGM4F4121N;CORBERO;136,26;0;232,868340; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Tipo Gas; ;Profundidad; ;Numero de zonas coccion; ;Color; ;Clase eficiencia energetica; ;Tipo de control; ;https://integra.hepecasa.es/01/01303282.jpg
01303283;CPCGM4F4122W;8436555988654;ENC;ENCIMERA A GAS;CPCGM4F4122W;CORBERO;125,36;0;214,240240; ; ;0;01;GAMA BLANCA; ;Altura;97;Ancho;600;Tipo Gas;Encimera de gas;Profundidad;520;Numero de zonas coccion;4 zona(s);Color;Blanco;Clase eficiencia energetica; ;Tipo de control;Barra de desplazamiento;https://integra.hepecasa.es/01/01303283.jpg
01303284;CMICM9023DCB;8436555988944;HMC;HORNO MICROONDAS;CMICM9023DCB;CORBERO;97,02;10;165,807180; ; ;0;01;GAMA BLANCA; ;Capacidad interior;23L;Color;NEGRO;Potencia microondas;900W;Niveles Potencia;5;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);469X399X280;https://integra.hepecasa.es/01/01303284.jpg
01303285;CMICM8025DB;8436555988968;HMC;HORNO MICROONDAS;CMICM8025DB;CORBERO;92,66;0;158,355940; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25L;Color;NEGRO;Potencia microondas;900W;Niveles Potencia;5;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);329X328X228;https://integra.hepecasa.es/01/01303285.jpg
01303286;CMICM8020DB;8436555988951;HMC;HORNO MICROONDAS;CMICM8020DB;CORBERO;70,86;0;121,099740; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20L;Color;NEGRO;Potencia microondas;700W;Niveles Potencia;5;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);440X259X359;https://integra.hepecasa.es/01/01303286.jpg
01303287;CMICM6020GX;8436555988920;HMC;HORNO MICROONDAS;CMICM6020GX;CORBERO;55,60;8;95,0204; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20L;Color;ACERO INOXIDABLE;Potencia microondas;700W;Niveles Potencia;9;Grill;1000W;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);439X340X258;https://integra.hepecasa.es/01/01303287.jpg
01303288;CMICM7020MIR;8436555988937;HMC;HORNO MICROONDAS;CMICM7020MIR;CORBERO;59,96;0;102,471640; ; ;0;01;GAMA BLANCA; ;Capacidad interior; ;Color; ;Potencia microondas; ;Niveles Potencia; ;Grill; ;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303288.jpg
01303289;CMICM5020GW;8436555988913;HMC;HORNO MICROONDAS;CMICM5020GW;CORBERO;40,34;43;68,941060; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20L;Color;BLANCO;Potencia microondas;700W;Niveles Potencia;9;Grill;SI;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);440X350X259;https://integra.hepecasa.es/01/01303289.jpg
01303299;3TS392BD;4242006304553;LAV;LAVADORA CARGA FRONTAL; 3TS392BD;BALAY;387,90;10;662,9211; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;9 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Azul;Clase eficiencia energetica;A;Wifi Ctrol; ;Altura;848;Ancho;598;Profundidad;590;https://integra.hepecasa.es/01/01303299.jpg
01303307;3TS993BT;4242006302269;LAV;LAVADORA CARGA FRONTAL; 3TS993BT;BALAY;335,33;143;573,078970; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;9 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Blanco;Clase eficiencia energetica;A;Wifi Ctrol; ;Altura;845;Ancho;598;Profundidad;599;https://integra.hepecasa.es/01/01303307.jpg
01303308;3TI987B;4242006304706;LAX;LAVADORA INTEGRABLE; 3TI987B;BALAY;599,19;0;1024,015710; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1400 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303308.jpg
01303309;3TI983B;4242006304591;LAX;LAVADORA INTEGRABLE; 3TI983B;BALAY;528,33;0;902,915970; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303309.jpg
01303310;3TI979B;4242006304584;LAX;LAVADORA INTEGRABLE; 3TI979B;BALAY;454,51;13;776,757590; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;7 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303310.jpg
01303315;3SB380B;4242006302221;SCD;SECADORA CARGA FRONTAL;3SB380B;BALAY;568,90;0;972,2501; ; ;0;01;GAMA BLANCA; ;Tipo; ;Altura;842;Ancho;598;Profundidad;599;Capacidad de secado; ;Maxima velocidad de centrifugado;1400 RPM;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303315.jpg
01303327;3KFC869NI;4242006297756;FRO;FRIGORIFICO COMBI;3KFC869NI;BALAY;971,10;0;1659,6099; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Negro;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303327.jpg
01303329;3KFC869BI;4242006297749;FRO;FRIGORIFICO COMBI;3KFC869BI;BALAY;941,98;0;1609,843820; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303329.jpg
01303335;3KFB864XE;4242006303044;FRO;FRIGORIFICO COMBI;3KFB864XE;BALAY;755,85;0;1291,747650; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;B;https://integra.hepecasa.es/01/01303335.jpg
01303336;3KFC867XI;4242006297701;FRO;FRIGORIFICO COMBI;3KFC867XI;BALAY;722,20;0;1234,2398; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303336.jpg
01303344;3GFE568XE;4242006304768;COP;CONGELADOR VERTICAL;3GFE568XE;BALAY;639,74;0;1093,315660; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Altura;1860;Ancho;600;Profundidad;650;Color;Acero inoxidable;Clase eficiencia energetica;E;Indicadores LED; ;https://integra.hepecasa.es/01/01303344.jpg
01303346;3KME592XI;4242006303907;FRS;FRIGORIFICO AMERICANO;3KME592XI;BALAY;939,31;0;1605,280790; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;1830;Ancho;910;Profundidad;731; ; ; ; ;https://integra.hepecasa.es/01/01303346.jpg
01303347;3KIE734F;4242006297244;FRJ;FRIGORIFICO INTEGRABLE;3KIE734F;BALAY;776,41;0;1326,884690; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color; ;Altura;1772;Ancho;541;Profundidad;548;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303347.jpg
01303348;3WUF073B;4242006297305;VIN;VINOTECA;3WUF073B;BALAY;608,04;0;1039,140360; ; ;0;01;GAMA BLANCA; ;Numero de botellas; ;Color; ;Clase eficiencia energetica;F;Altura;818;Ancho;298; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303348.jpg
01303387;3CG5175B2;4242006298111;HMD;HORNO MICROONDAS INTEGRACION;3CG5175B2;BALAY;207,06;1;353,865540; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Blanco;Potencia microondas;900 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1200 W;Dimensiones (An x Prof x Al);595X382X369;https://integra.hepecasa.es/01/01303387.jpg
01303388;3CG5175N2;4242006298128;HMD;HORNO MICROONDAS INTEGRACION;3CG5175N2;BALAY;207,06;0;353,865540; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Negro;Potencia microondas;900 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1200 W;Dimensiones (An x Prof x Al);594X382X369;https://integra.hepecasa.es/01/01303388.jpg
01303390;3CG5172B2;4242006297978;HMD;HORNO MICROONDAS INTEGRACION;3CG5172B2;BALAY;166,66;8;284,821940; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Blanco;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);594X382X297;https://integra.hepecasa.es/01/01303390.jpg
01303391;3CG5172N2;4242006297985;HMD;HORNO MICROONDAS INTEGRACION;3CG5172N2;BALAY;166,66;18;284,821940; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303391.jpg
01303392;3CG4172X2;4242006297954;HMD;HORNO MICROONDAS INTEGRACION;3CG4172X2;BALAY;176,76;13;302,082840; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro, Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);594X382X297;https://integra.hepecasa.es/01/01303392.jpg
01303394;3CG6142X3;4242006299439;HMD;HORNO MICROONDAS INTEGRACION;3CG6142X3;BALAY;141,41;0;241,669690; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);595X382X315;https://integra.hepecasa.es/01/01303394.jpg
01303396;3CG6112X3;4242006299446;HMD;HORNO MICROONDAS INTEGRACION;3CG6112X3;BALAY;121,21;4;207,147890; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);595X382X315;https://integra.hepecasa.es/01/01303396.jpg
01303397;3CG5142X3;4242006299422;HMD;HORNO MICROONDAS INTEGRACION;3CG5142X3;BALAY;180,81;29;309,004290; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro, Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);495X382X315;https://integra.hepecasa.es/01/01303397.jpg
01303398;3WG3112X2;4242006299897;HMC;HORNO MICROONDAS;3WG3112X2;BALAY;72,73;0;124,295570; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro;Potencia microondas;800 W;Niveles Potencia;5;Grill;Si;Grill Power;1000 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);442X260X345;https://integra.hepecasa.es/01/01303398.jpg
01303399;3WG3112B0;4242006299880;HMC;HORNO MICROONDAS;3WG3112B0;BALAY;72,73;31;124,295570; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Blanco;Potencia microondas;800 W;Niveles Potencia;5;Grill;Si;Grill Power;1000 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303399.jpg
01303400;3EBC989LU;4242006302207;INC;ENCIMERA INDUCCION Y EXTRACTOR;3EBC989LU;BALAY;1192,08;0;2037,264720; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303400.jpg
01303401;3EB864FR;4242006299002;ENI;ENCIMERA POR INDUCCION;3EB864FR;BALAY;195,08;55;333,391720; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion;560X490;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303401.jpg
01303402;3EB861FR;4242006299019;ENI;ENCIMERA POR INDUCCION;3EB861FR;BALAY;262,61;93;448,800490; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion;560X490;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303402.jpg
01303415;3BD997GN;4242006299569;CAO;CAMPANA INTEGRABLES;3BD997GN;BALAY;397,78;0;679,806020; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Altura; ;Ancho;860;Max. Capacidad Extracc.;749 m³/h;Clase eficiencia energetica;B;Numero de velocidades;3;Nivel de ruido;63 dB;https://integra.hepecasa.es/01/01303415.jpg
01303416;3BD967GN;4242006299552;CAO;CAMPANA INTEGRABLES;3BD967GN;BALAY;354,87;0;606,472830; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Negro;Altura; ;Ancho;560;Max. Capacidad Extracc.;749 m³/h;Clase eficiencia energetica;B;Numero de velocidades;3;Nivel de ruido;63 dB;https://integra.hepecasa.es/01/01303416.jpg
01303417;3EB861EN;4242006298074;ENI;ENCIMERA POR INDUCCION;3EB861EN;BALAY;232,30;0;397,0007; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303417.jpg
01303418;3EB764EN;4242006298432;ENV;ENCIMERA VITROCERAMICA;3EB764EN;BALAY;144,04;0;246,164360; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual; ;https://integra.hepecasa.es/01/01303418.jpg
01303419;3EB761EN;4242006298425;ENV;ENCIMERA VITROCERAMICA;3EB761EN;BALAY;144,04;3;246,164360; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;4 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303419.jpg
01303436;WIW28302ES;4242005348749;LAX;LAVADORA INTEGRABLE; WIW28302ES;BOSCH;732,63;0;1252,064670; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1400 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303436.jpg
01303437;WIW24307ES;4242005348732;LAX;LAVADORA INTEGRABLE; WIW24307ES;BOSCH;570,98;2;975,804820; ; ;0;01;GAMA BLANCA; ;Capacidad de carga;8 kg;Maxima velocidad de centrifugado;1200 RPM;Color;Blanco;Clase eficiencia energetica;C;Wifi Ctrol; ;Altura;818;Ancho;596;Profundidad;544;https://integra.hepecasa.es/01/01303437.jpg
01303439;WQG245A0ES;4242005314751;SCD;SECADORA CARGA FRONTAL;WQG245A0ES;BOSCH;718,66;0;1228,189940; ; ;0;01;GAMA BLANCA; ;Tipo;BOMBA CALOR;Altura;842;Ancho;598;Profundidad;613;Capacidad de secado;9 KG;Maxima velocidad de centrifugado; ;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303439.jpg
01303443;WQG233D0ES;4242005311279;SCD;SECADORA CARGA FRONTAL;WQG233D0ES;BOSCH;475,31;0;812,304790; ; ;0;01;GAMA BLANCA; ;Tipo; ;Altura;842;Ancho;598;Profundidad;613;Capacidad de secado; ;Maxima velocidad de centrifugado; ;Color;Blanco; ; ;https://integra.hepecasa.es/01/01303443.jpg
01303446;KWK36ABGA;4242005193561;LVI;LAVAVAJILLAS INTEGRABLES; KWK36ABGA;BOSCH;1612,62;0;2755,967580; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Altura;1860;Ancho;600;Profundidad;610;Color; ;Clase eficiencia energetica;G;3ª Bandeja; ;Wifi Ctrol; ;https://integra.hepecasa.es/01/01303446.jpg
01303454;KGN39LBCF;4242005274161;FRO;FRIGORIFICO COMBI;KGN39LBCF;BOSCH;1042,60;0;1781,8034; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Negro;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303454.jpg
01303456;KGN397ICT;4242005274130;FRO;FRIGORIFICO COMBI;KGN397ICT;BOSCH;848,60;1;1450,2574; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303456.jpg
01303459;KGN39VIBT;4242005292066;FRO;FRIGORIFICO COMBI;KGN39VIBT;BOSCH;880,01;0;1503,937090; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;B;https://integra.hepecasa.es/01/01303459.jpg
01303460;KGN39VXCT;4242005334162;FRO;FRIGORIFICO COMBI;KGN39VXCT;BOSCH;812,77;0;1389,023930; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Gris;Altura;2030;Ancho;600;Profundidad;665;Wifi Ctrol; ;Clase eficiencia energetica;C;https://integra.hepecasa.es/01/01303460.jpg
01303463;GSN36BIEP;4242005231782;COP;CONGELADOR VERTICAL;GSN36BIEP;BOSCH;970,09;0;1657,883810; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Altura;1860;Ancho;600;Profundidad;650;Color;Acero inoxidable;Clase eficiencia energetica;E;Indicadores LED; ;https://integra.hepecasa.es/01/01303463.jpg
01303464;KFN96APEA;4242005273300;FRS;FRIGORIFICO AMERICANO;KFN96APEA;BOSCH;1358,01;0;2320,839090; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Metálico, Plata;Altura;1830;Ancho;910;Profundidad;731; ; ; ; ;https://integra.hepecasa.es/01/01303464.jpg
01303465;KFN96VPEA;4242005264568;FRS;FRIGORIFICO AMERICANO;KFN96VPEA;BOSCH;1294,96;0;2213,086640; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Altura;1830;Ancho;905;Profundidad;731; ; ; ; ;https://integra.hepecasa.es/01/01303465.jpg
01303466;KUW20VHF0;4242005265480;VIN;VINOTECA;KUW20VHF0;BOSCH;620,50;0;1060,4345; ; ;0;01;GAMA BLANCA; ;Color; ;Clase eficiencia energetica;F;Altura;818;Ancho;298; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01303466.jpg
01303467;KUW21AHG0;4242005196135;FRJ;FRIGORIFICO INTEGRABLE;KUW21AHG0;BOSCH;1116,75;0;1908,525750; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color; ;Altura;88;Ancho;598;Profundidad;581;Wifi Ctrol; ;Clase eficiencia energetica;G;https://integra.hepecasa.es/01/01303467.jpg
01303468;KIN86VFE0;4242005267750;FRJ;FRIGORIFICO INTEGRABLE;KIN86VFE0;BOSCH;901,68;0;1540,971120; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color; ;Altura;1772;Ancho;541;Profundidad;548;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303468.jpg
01303469;KIR41VFE0;4242005271818;FRJ;FRIGORIFICO INTEGRABLE;KIR41VFE0;BOSCH;468;0;799,8120; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Blanco;Altura;1221;Ancho;541;Profundidad;548;Wifi Ctrol; ;Clase eficiencia energetica;E;https://integra.hepecasa.es/01/01303469.jpg
01303472;BEL623MS3;4242005291113;HMD;HORNO MICROONDAS INTEGRACION;BEL623MS3;BOSCH;161,14;0;275,388260; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);395x332x382;https://integra.hepecasa.es/01/01303472.jpg
01303473;FEL023MS2;4242005296699;HMC;HORNO MICROONDAS;FEL023MS2;BOSCH;87,31;0;149,212790; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Negro, Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;5;Grill;Si;Grill Power; ;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01303473.jpg
01303476;PID631BB5E;4242005320752;ENI;ENCIMERA POR INDUCCION;PID631BB5E;BOSCH;300,71;39;513,913390; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303476.jpg
01303477;PIJ631BB5E;4242005321070;ENI;ENCIMERA POR INDUCCION;PIJ631BB5E;BOSCH;276,46;95;472,470140; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303477.jpg
01303478;PUJ631BB5E;4242005285365;ENI;ENCIMERA POR INDUCCION;PUJ631BB5E;BOSCH;237,32;152;405,579880; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303478.jpg
01303479;PUC611BB5E;4242005285310;ENI;ENCIMERA POR INDUCCION;PUC611BB5E;BOSCH;208,56;0;356,429040; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;3 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303479.jpg
01303480;PUE611BB5E;4242005285082;ENI;ENCIMERA POR INDUCCION;PUE611BB5E;BOSCH;279,24;0;477,221160; ; ;0;01;GAMA BLANCA; ;Altura;51;Ancho;592;Profundidad;522;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Medidas para instalacion; ;Zona gigante alta potencia; ;https://integra.hepecasa.es/01/01303480.jpg
01303482;PKK631FP8E;4242005280568;ENV;ENCIMERA VITROCERAMICA;PKK631FP8E;BOSCH;264,70;0;452,3723; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01303482.jpg
